Customer_sk,Product_sk,Supplier_sk,TransactionProfile_sk,orderDate_sk,saleDate_sk,invoiceID(DD),shipCost,daysToShip,discounted,source,qty,salesAmount
99,2,13,1,1,16093,1266,,,0,TPCE,17,2805
103,2,13,1,1,7808,1282,,,0,TPCE,11,1815
112,2,13,1,1,3489,1283,,,0,TPCE,4,660
111,2,13,1,1,6526,1286,,,0,TPCE,6,990
111,2,13,1,1,6526,1289,,,0,TPCE,11,1815
113,2,13,1,1,1475,1295,,,0,TPCE,2,330
122,2,13,1,1,8811,1296,,,0,TPCE,17,2805
106,2,13,1,1,262,1322,,,0,TPCE,18,2970
115,2,13,1,1,8707,1327,,,0,TPCE,18,2970
111,2,13,1,1,9135,1343,,,0,TPCE,4,660
99,2,13,1,1,7961,1344,,,0,TPCE,11,1815
92,2,13,1,1,8207,1349,,,0,TPCE,19,3135
97,2,13,1,1,4946,1363,,,0,TPCE,10,1650
108,2,13,1,1,22129,1387,,,0,TPCE,13,2145
94,2,13,1,1,2026,1414,,,0,TPCE,15,2475
122,2,13,1,1,11347,1425,,,0,TPCE,7,1155
97,2,13,1,1,11092,1426,,,0,TPCE,14,2310
89,2,13,1,1,18049,1444,,,0,TPCE,12,1980
103,2,13,1,1,7856,1463,,,0,TPCE,12,1980
108,2,13,1,1,2349,1466,,,0,TPCE,14,2310
96,2,13,1,1,6804,1471,,,0,TPCE,4,660
109,2,13,1,1,11381,1494,,,0,TPCE,14,2310
106,2,13,1,1,4123,1495,,,0,TPCE,2,330
104,2,13,1,1,28334,1523,,,0,TPCE,11,1815
89,2,13,1,1,29281,1532,,,0,TPCE,3,495
99,2,13,1,1,2245,1547,,,0,TPCE,14,2310
94,2,13,1,1,1707,1548,,,0,TPCE,17,2805
97,2,13,1,1,9541,1549,,,0,TPCE,18,2970
105,2,13,1,1,28397,1563,,,0,TPCE,17,2805
108,2,13,1,1,943,1591,,,0,TPCE,18,2970
93,2,13,1,1,2192,1594,,,0,TPCE,20,3300
85,2,13,1,1,7972,1596,,,0,TPCE,12,1980
101,2,13,1,1,6368,1599,,,0,TPCE,15,2475
91,2,13,1,1,3814,1611,,,0,TPCE,13,2145
91,2,13,1,1,3349,1626,,,0,TPCE,13,2145
111,2,13,1,1,3079,1642,,,0,TPCE,9,1485
121,2,13,1,1,10776,1643,,,0,TPCE,20,3300
100,2,13,1,1,32652,1647,,,0,TPCE,3,495
114,2,13,1,1,17741,1651,,,0,TPCE,4,660
92,2,13,1,1,5257,1674,,,0,TPCE,18,2970
117,2,13,1,1,1029,1680,,,0,TPCE,9,1485
85,2,13,1,1,24822,1708,,,0,TPCE,3,495
90,2,13,1,1,1982,1709,,,0,TPCE,12,1980
101,2,13,1,1,10506,1710,,,0,TPCE,7,1155
82,2,13,1,1,7019,1726,,,0,TPCE,7,1155
104,2,13,1,1,4279,1734,,,0,TPCE,19,3135
89,2,13,1,1,9518,1747,,,0,TPCE,7,1155
119,2,13,1,1,392,1756,,,0,TPCE,15,2475
92,2,13,1,1,1460,1763,,,0,TPCE,14,2310
104,2,13,1,1,9908,1770,,,0,TPCE,10,1650
111,2,13,1,1,22546,1772,,,0,TPCE,9,1485
97,2,13,1,1,9271,1779,,,0,TPCE,9,1485
121,2,13,1,1,1576,1781,,,0,TPCE,12,1980
122,2,13,1,1,22382,1783,,,0,TPCE,14,2310
102,2,13,1,1,25282,1785,,,0,TPCE,18,2970
112,2,13,1,1,45920,1790,,,0,TPCE,7,1155
99,2,13,1,1,14207,1806,,,0,TPCE,14,2310
120,2,13,1,1,15670,1816,,,0,TPCE,8,1320
92,2,13,1,1,8743,1817,,,0,TPCE,9,1485
114,2,13,1,1,5402,1819,,,0,TPCE,5,825
99,2,13,1,1,3975,1823,,,0,TPCE,15,2475
119,2,13,1,1,7746,1825,,,0,TPCE,10,1650
89,2,13,1,1,10817,1826,,,0,TPCE,14,2310
83,2,13,1,1,3793,1828,,,0,TPCE,8,1320
108,2,13,1,1,17842,1832,,,0,TPCE,18,2970
103,2,13,1,1,7740,1837,,,0,TPCE,18,2970
85,2,13,1,1,2579,1856,,,0,TPCE,16,2640
96,2,13,1,1,1869,1861,,,0,TPCE,8,1320
82,2,13,1,1,14577,1866,,,0,TPCE,3,495
116,2,13,1,1,4213,1871,,,0,TPCE,9,1485
113,2,13,1,1,9936,1882,,,0,TPCE,10,1650
108,2,13,1,1,3002,1929,,,0,TPCE,7,1155
104,2,13,1,1,11046,1938,,,0,TPCE,3,495
116,2,13,1,1,10530,1943,,,0,TPCE,8,1320
100,2,13,1,1,2392,1954,,,0,TPCE,14,2310
113,2,13,1,1,17361,1958,,,0,TPCE,15,2475
97,2,13,1,1,33199,1967,,,0,TPCE,17,2805
103,2,13,1,1,3340,1970,,,0,TPCE,10,1650
122,2,13,1,1,2111,1977,,,0,TPCE,20,3300
92,2,13,1,1,191,1993,,,0,TPCE,14,2310
89,2,13,1,1,6784,2017,,,0,TPCE,6,990
82,2,13,1,1,308,2023,,,0,TPCE,11,1815
112,2,13,1,1,23456,2024,,,0,TPCE,20,3300
122,2,13,1,1,21256,2029,,,0,TPCE,16,2640
87,2,13,1,1,406,2043,,,0,TPCE,13,2145
95,2,13,1,1,5632,2049,,,0,TPCE,17,2805
118,2,13,1,1,7144,2051,,,0,TPCE,11,1815
91,2,13,1,1,5220,2066,,,0,TPCE,8,1320
110,2,13,1,1,7879,2087,,,0,TPCE,19,3135
100,2,13,1,1,5675,2092,,,0,TPCE,18,2970
111,2,13,1,1,27937,2109,,,0,TPCE,9,1485
83,2,13,1,1,2463,2119,,,0,TPCE,16,2640
120,2,13,1,1,2178,2133,,,0,TPCE,5,825
103,2,13,1,1,14372,2138,,,0,TPCE,10,1650
83,2,13,1,1,10976,2140,,,0,TPCE,13,2145
102,2,13,1,1,48078,2167,,,0,TPCE,13,2145
107,2,13,1,1,11455,2170,,,0,TPCE,16,2640
118,2,13,1,1,25475,2176,,,0,TPCE,3,495
100,2,13,1,1,5775,2192,,,0,TPCE,18,2970
84,2,13,1,1,4035,2194,,,0,TPCE,6,990
100,2,13,1,1,8171,2197,,,0,TPCE,18,2970
82,2,13,1,1,11616,2210,,,0,TPCE,3,495
82,2,13,1,1,21599,2237,,,0,TPCE,4,660
116,2,13,1,1,2990,2238,,,0,TPCE,15,2475
116,2,13,1,1,9059,2249,,,0,TPCE,10,1650
122,2,13,1,1,3954,2250,,,0,TPCE,19,3135
115,2,13,1,1,5835,2252,,,0,TPCE,18,2970
91,2,13,1,1,3271,2264,,,0,TPCE,19,3135
115,2,13,1,1,3891,2271,,,0,TPCE,17,2805
82,2,13,1,1,3444,2293,,,0,TPCE,13,2145
117,2,13,1,1,7550,2294,,,0,TPCE,13,2145
105,2,13,1,1,30971,2305,,,0,TPCE,9,1485
104,2,13,1,1,552,2311,,,0,TPCE,3,495
111,2,13,1,1,5906,2323,,,0,TPCE,15,2475
99,2,13,1,1,5588,2341,,,0,TPCE,3,495
108,2,13,1,1,35077,2355,,,0,TPCE,6,990
90,2,13,1,1,10573,2362,,,0,TPCE,15,2475
93,2,13,1,1,3117,2367,,,0,TPCE,14,2310
106,2,13,1,1,4697,2373,,,0,TPCE,14,2310
100,2,13,1,1,1539,2402,,,0,TPCE,14,2310
84,2,13,1,1,28531,2410,,,0,TPCE,18,2970
119,2,13,1,1,22009,2470,,,0,TPCE,5,825
104,2,13,1,1,3638,2472,,,0,TPCE,11,1815
119,2,13,1,1,4542,2475,,,0,TPCE,6,990
91,2,13,1,1,1891,2481,,,0,TPCE,10,1650
102,2,13,1,1,1081,2483,,,0,TPCE,9,1485
120,2,13,1,1,16547,2492,,,0,TPCE,14,2310
119,2,13,1,1,17656,2506,,,0,TPCE,12,1980
112,2,13,1,1,272,2515,,,0,TPCE,6,990
113,2,13,1,1,10290,2516,,,0,TPCE,2,330
104,2,13,1,1,9105,2535,,,0,TPCE,7,1155
112,2,13,1,1,6515,2587,,,0,TPCE,12,1980
113,2,13,1,1,523,2592,,,0,TPCE,19,3135
109,2,13,1,1,39259,2608,,,0,TPCE,15,2475
107,2,13,1,1,1039,2609,,,0,TPCE,4,660
85,2,13,1,1,11027,2621,,,0,TPCE,12,1980
122,2,13,1,1,2349,2633,,,0,TPCE,16,2640
110,2,13,1,1,8715,2641,,,0,TPCE,8,1320
89,2,13,1,1,771,2644,,,0,TPCE,19,3135
93,2,13,1,1,771,2650,,,0,TPCE,2,330
96,2,13,1,1,14435,2662,,,0,TPCE,3,495
87,2,13,1,1,12108,2665,,,0,TPCE,19,3135
91,2,13,1,1,1362,2668,,,0,TPCE,5,825
108,2,13,1,1,970,2674,,,0,TPCE,12,1980
84,2,13,1,1,17266,2681,,,0,TPCE,12,1980
103,2,13,1,1,198,2689,,,0,TPCE,11,1815
110,2,13,1,1,21260,2699,,,0,TPCE,14,2310
99,2,13,1,1,7888,2709,,,0,TPCE,15,2475
91,2,13,1,1,11323,2718,,,0,TPCE,8,1320
96,2,13,1,1,389,2740,,,0,TPCE,10,1650
115,2,13,1,1,17842,2743,,,0,TPCE,14,2310
91,2,13,1,1,10324,2747,,,0,TPCE,12,1980
116,2,13,1,1,5125,2750,,,0,TPCE,11,1815
87,2,13,1,1,10653,2767,,,0,TPCE,5,825
96,2,13,1,1,10521,2772,,,0,TPCE,3,495
89,2,13,1,1,26907,2773,,,0,TPCE,20,3300
102,2,13,1,1,2333,2778,,,0,TPCE,20,3300
116,2,13,1,1,15862,2789,,,0,TPCE,10,1650
90,2,13,1,1,1191,2809,,,0,TPCE,17,2805
95,2,13,1,1,10284,2810,,,0,TPCE,6,990
93,2,13,1,1,9526,2811,,,0,TPCE,7,1155
121,2,13,1,1,6152,2815,,,0,TPCE,2,330
97,2,13,1,1,14511,2821,,,0,TPCE,14,2310
116,2,13,1,1,21231,2834,,,0,TPCE,5,825
113,2,13,1,1,2437,2843,,,0,TPCE,17,2805
84,2,13,1,1,3299,2881,,,0,TPCE,8,1320
116,2,13,1,1,10830,2887,,,0,TPCE,5,825
113,2,13,1,1,11731,2901,,,0,TPCE,10,1650
113,2,13,1,1,11750,2920,,,0,TPCE,9,1485
93,2,13,1,1,9967,2925,,,0,TPCE,15,2475
110,2,13,1,1,9938,2954,,,0,TPCE,15,2475
91,2,13,1,1,6526,2955,,,0,TPCE,11,1815
95,2,13,1,1,1278,2987,,,0,TPCE,9,1485
85,2,13,1,1,22005,2990,,,0,TPCE,8,1320
104,2,13,1,1,38747,2993,,,0,TPCE,11,1815
93,2,13,1,1,11902,3027,,,0,TPCE,10,1650
111,2,13,1,1,303,3029,,,0,TPCE,7,1155
115,2,13,1,1,8739,3050,,,0,TPCE,16,2640
93,2,13,1,1,3376,3058,,,0,TPCE,10,1650
92,2,13,1,1,5480,3068,,,0,TPCE,4,660
97,2,13,1,1,1329,3078,,,0,TPCE,4,660
87,2,13,1,1,14435,3079,,,0,TPCE,4,660
121,2,13,1,1,6993,3093,,,0,TPCE,18,2970
121,2,13,1,1,2798,3094,,,0,TPCE,3,495
85,2,13,1,1,21211,3102,,,0,TPCE,15,2475
117,2,13,1,1,2076,3104,,,0,TPCE,4,660
112,2,13,1,1,3578,3107,,,0,TPCE,4,660
112,2,13,1,1,1619,3108,,,0,TPCE,17,2805
109,2,13,1,1,138,3112,,,0,TPCE,12,1980
105,2,13,1,1,8173,3121,,,0,TPCE,12,1980
117,2,13,1,1,2296,3128,,,0,TPCE,4,660
93,2,13,1,1,237,3133,,,0,TPCE,10,1650
91,2,13,1,1,1659,3141,,,0,TPCE,15,2475
102,2,13,1,1,9908,3166,,,0,TPCE,20,3300
85,2,13,1,1,2884,3188,,,0,TPCE,9,1485
103,2,13,1,1,4552,3210,,,0,TPCE,12,1980
101,2,13,1,1,10571,3212,,,0,TPCE,3,495
90,2,13,1,1,27444,3213,,,0,TPCE,7,1155
106,2,13,1,1,7010,3216,,,0,TPCE,4,660
121,2,13,1,1,10544,3221,,,0,TPCE,12,1980
110,2,13,1,1,26900,3235,,,0,TPCE,11,1815
108,2,13,1,1,2952,3237,,,0,TPCE,14,2310
101,2,13,1,1,3665,3239,,,0,TPCE,12,1980
86,2,13,1,1,1223,3249,,,0,TPCE,8,1320
118,2,13,1,1,1764,3251,,,0,TPCE,3,495
94,2,13,1,1,387,3252,,,0,TPCE,15,2475
85,2,13,1,1,17490,3284,,,0,TPCE,20,3300
106,2,13,1,1,9934,3301,,,0,TPCE,19,3135
119,2,13,1,1,1270,3308,,,0,TPCE,11,1815
85,2,13,1,1,14457,3349,,,0,TPCE,15,2475
117,2,13,1,1,3984,3351,,,0,TPCE,20,3300
109,2,13,1,1,3885,3363,,,0,TPCE,6,990
119,2,13,1,1,1692,3386,,,0,TPCE,3,495
106,2,13,1,1,7798,3397,,,0,TPCE,5,825
87,2,13,1,1,1329,3420,,,0,TPCE,3,495
87,2,13,1,1,12326,3427,,,0,TPCE,6,990
112,2,13,1,1,3972,3434,,,0,TPCE,14,2310
87,2,13,1,1,197,3440,,,0,TPCE,7,1155
85,2,13,1,1,1568,3444,,,0,TPCE,8,1320
110,2,13,1,1,22895,3446,,,0,TPCE,9,1485
94,2,13,1,1,10653,3487,,,0,TPCE,19,3135
119,2,13,1,1,17976,3488,,,0,TPCE,10,1650
115,2,13,1,1,7983,3495,,,0,TPCE,20,3300
85,2,13,1,1,4469,3511,,,0,TPCE,16,2640
122,2,13,1,1,27551,3524,,,0,TPCE,9,1485
109,2,13,1,1,55081,3526,,,0,TPCE,6,990
91,2,13,1,1,14216,3547,,,0,TPCE,10,1650
112,2,13,1,1,49844,3585,,,0,TPCE,18,2970
115,2,13,1,1,3257,3591,,,0,TPCE,5,825
109,2,13,1,1,419,3599,,,0,TPCE,13,2145
91,2,13,1,1,3562,3602,,,0,TPCE,11,1815
117,2,13,1,1,5557,3603,,,0,TPCE,19,3135
103,2,13,1,1,10270,3605,,,0,TPCE,19,3135
105,2,13,1,1,12108,3613,,,0,TPCE,19,3135
119,2,13,1,1,1829,3634,,,0,TPCE,3,495
84,2,13,1,1,26893,3640,,,0,TPCE,6,990
101,2,13,1,1,12554,3647,,,0,TPCE,13,2145
114,2,13,1,1,40821,3654,,,0,TPCE,8,1320
95,2,13,1,1,636,3668,,,0,TPCE,15,2475
102,2,13,1,1,1835,3683,,,0,TPCE,12,1980
104,2,13,1,1,10624,3686,,,0,TPCE,6,990
120,2,13,1,1,393,3704,,,0,TPCE,10,1650
122,2,13,1,1,279,3718,,,0,TPCE,10,1650
99,2,13,1,1,10506,3739,,,0,TPCE,11,1815
90,2,13,1,1,3701,3757,,,0,TPCE,14,2310
86,2,13,1,1,11439,3758,,,0,TPCE,8,1320
112,2,13,1,1,55016,3766,,,0,TPCE,9,1485
103,2,13,1,1,16875,3775,,,0,TPCE,5,825
97,2,13,1,1,55434,3778,,,0,TPCE,10,1650
110,2,13,1,1,17349,3780,,,0,TPCE,7,1155
118,2,13,1,1,2396,3793,,,0,TPCE,11,1815
117,2,13,1,1,11078,3795,,,0,TPCE,3,495
97,2,13,1,1,4575,3811,,,0,TPCE,5,825
111,2,13,1,1,6532,3816,,,0,TPCE,6,990
86,2,13,1,1,2857,3829,,,0,TPCE,9,1485
82,2,13,1,1,21386,3836,,,0,TPCE,3,495
110,2,13,1,1,23670,3851,,,0,TPCE,13,2145
91,2,13,1,1,12114,3858,,,0,TPCE,3,495
92,2,13,1,1,6491,3867,,,0,TPCE,11,1815
90,2,13,1,1,7856,3872,,,0,TPCE,20,3300
101,2,13,1,1,2256,3873,,,0,TPCE,4,660
96,2,13,1,1,9207,3881,,,0,TPCE,4,660
117,2,13,1,1,27002,3884,,,0,TPCE,11,1815
122,2,13,1,1,25274,3901,,,0,TPCE,2,330
82,2,13,1,1,12228,3904,,,0,TPCE,11,1815
94,2,13,1,1,10544,3905,,,0,TPCE,9,1485
119,2,13,1,1,3145,3919,,,0,TPCE,10,1650
112,2,13,1,1,8941,3922,,,0,TPCE,16,2640
113,2,13,1,1,16892,3951,,,0,TPCE,9,1485
120,2,13,1,1,8266,3968,,,0,TPCE,5,825
94,2,13,1,1,10679,3969,,,0,TPCE,5,825
120,2,13,1,1,391,3978,,,0,TPCE,7,1155
118,2,13,1,1,21292,3981,,,0,TPCE,18,2970
84,2,13,1,1,3715,3983,,,0,TPCE,7,1155
89,2,13,1,1,11439,3994,,,0,TPCE,12,1980
86,2,13,1,1,2369,3997,,,0,TPCE,14,2310
97,2,13,1,1,3366,4002,,,0,TPCE,17,2805
100,2,13,1,1,3539,4003,,,0,TPCE,17,2805
92,2,13,1,1,170,4008,,,0,TPCE,20,3300
113,2,13,1,1,307,4033,,,0,TPCE,17,2805
96,2,13,1,1,5730,4057,,,0,TPCE,6,990
110,2,13,1,1,953,4058,,,0,TPCE,19,3135
101,2,13,1,1,11688,4064,,,0,TPCE,18,2970
99,2,13,1,1,11441,4066,,,0,TPCE,12,1980
114,2,13,1,1,11672,4082,,,0,TPCE,15,2475
100,2,13,1,1,26841,4088,,,0,TPCE,6,990
101,2,13,1,1,11160,4105,,,0,TPCE,2,330
84,2,13,1,1,1674,4114,,,0,TPCE,15,2475
116,2,13,1,1,9796,4116,,,0,TPCE,18,2970
97,2,13,1,1,14429,4123,,,0,TPCE,2,330
113,2,13,1,1,17476,4138,,,0,TPCE,2,330
114,2,13,1,1,13060,4143,,,0,TPCE,16,2640
109,2,13,1,1,3420,4149,,,0,TPCE,10,1650
86,2,13,1,1,2178,4152,,,0,TPCE,17,2805
99,2,13,1,1,2920,4157,,,0,TPCE,6,990
85,2,13,1,1,26759,4166,,,0,TPCE,4,660
108,2,13,1,1,13104,4187,,,0,TPCE,16,2640
87,2,13,1,1,2339,4188,,,0,TPCE,2,330
86,2,13,1,1,11815,4191,,,0,TPCE,14,2310
90,2,13,1,1,11849,4201,,,0,TPCE,7,1155
101,2,13,1,1,3073,4203,,,0,TPCE,12,1980
105,2,13,1,1,2517,4242,,,0,TPCE,4,660
93,2,13,1,1,1594,4245,,,0,TPCE,18,2970
104,2,13,1,1,1435,4254,,,0,TPCE,20,3300
87,2,13,1,1,10781,4256,,,0,TPCE,6,990
116,2,13,1,1,330,4265,,,0,TPCE,14,2310
105,2,13,1,1,4007,4268,,,0,TPCE,19,3135
103,2,13,1,1,2304,4271,,,0,TPCE,16,2640
118,2,13,1,1,23642,4273,,,0,TPCE,10,1650
121,2,13,1,1,23450,4275,,,0,TPCE,10,1650
108,2,13,1,1,8079,4277,,,0,TPCE,17,2805
104,2,13,1,1,1231,4285,,,0,TPCE,16,2640
100,2,13,1,1,5588,4303,,,0,TPCE,7,1155
115,2,13,1,1,7972,4304,,,0,TPCE,5,825
101,2,13,1,1,16547,4311,,,0,TPCE,16,2640
86,2,13,1,1,11360,4326,,,0,TPCE,11,1815
94,2,13,1,1,18049,4327,,,0,TPCE,17,2805
109,2,13,1,1,10007,4350,,,0,TPCE,14,2310
95,2,13,1,1,2954,4365,,,0,TPCE,13,2145
102,2,13,1,1,1527,4375,,,0,TPCE,3,495
109,2,13,1,1,2064,4385,,,0,TPCE,11,1815
112,2,13,1,1,8209,4394,,,0,TPCE,20,3300
104,2,13,1,1,12228,4407,,,0,TPCE,20,3300
108,2,13,1,1,9129,4415,,,0,TPCE,18,2970
87,2,13,1,1,11210,4429,,,0,TPCE,3,495
87,2,13,1,1,10331,4432,,,0,TPCE,18,2970
110,2,13,1,1,2168,4436,,,0,TPCE,20,3300
94,2,13,1,1,331,4445,,,0,TPCE,18,2970
101,2,13,1,1,3523,4449,,,0,TPCE,14,2310
116,2,13,1,1,12252,4452,,,0,TPCE,8,1320
83,2,13,1,1,9515,4456,,,0,TPCE,8,1320
93,2,13,1,1,9054,4484,,,0,TPCE,11,1815
93,2,13,1,1,17981,4508,,,0,TPCE,12,1980
116,2,13,1,1,23497,4528,,,0,TPCE,4,660
105,2,13,1,1,21234,4535,,,0,TPCE,4,660
109,2,13,1,1,10657,4541,,,0,TPCE,3,495
121,2,13,1,1,2396,4549,,,0,TPCE,5,825
113,2,13,1,1,17419,4568,,,0,TPCE,8,1320
122,2,13,1,1,353,4571,,,0,TPCE,2,330
118,2,13,1,1,3958,4611,,,0,TPCE,17,2805
115,2,13,1,1,249,4616,,,0,TPCE,13,2145
121,2,13,1,1,2895,4622,,,0,TPCE,18,2970
97,2,13,1,1,2451,4640,,,0,TPCE,2,330
105,2,13,1,1,281,4674,,,0,TPCE,13,2145
82,2,13,1,1,6976,4682,,,0,TPCE,20,3300
101,2,13,1,1,9109,4685,,,0,TPCE,18,2970
111,2,13,1,1,10820,4687,,,0,TPCE,10,1650
