Customer_sk,Product_sk,Supplier_sk,transactionProfile_sk,orderDate_sk,saleDate_sk,invoiceID(DD),shipCost,daysToShip,discounted,source,qty,salesAmount
121,2,2,1,1,9513,20667,,,0,TPCW ,182,30024.5
121,2,2,1,1,2971,20763,,,0,TPCW ,39,6433.8
103,2,2,1,1,9578,20838,,,0,TPCW ,108,17816.8
118,2,2,1,1,3027,20959,,,0,TPCW ,52,8578.4
86,2,2,1,1,11253,20983,,,0,TPCW ,182,30024.5
88,2,2,1,1,3578,21044,,,0,TPCW ,183,30189.5
92,2,2,1,1,9076,21147,,,0,TPCW ,93,15342.2
108,2,2,1,1,3370,21183,,,0,TPCW ,28,4619.2
82,2,2,1,1,1682,21189,,,0,TPCW ,147,24250.6
85,2,2,1,1,1758,21266,,,0,TPCW ,184,30354.5
104,2,2,1,1,1365,21293,,,0,TPCW ,73,12042.8
110,2,2,1,1,2004,21412,,,0,TPCW ,87,14352.4
121,2,2,1,1,294,21443,,,0,TPCW ,156,25735.3
85,2,2,1,1,17162,21694,,,0,TPCW ,55,9073.4
117,2,2,1,1,26893,21739,,,0,TPCW ,165,27220
92,2,2,1,1,3137,21754,,,0,TPCW ,37,6103.9
92,2,2,1,1,22381,21812,,,0,TPCW ,61,10063.2
91,2,2,1,1,11569,21815,,,0,TPCW ,16,2639.5
96,2,2,1,1,1556,22148,,,0,TPCW ,18,2969.5
120,2,2,1,1,2766,22483,,,0,TPCW ,182,30024.5
90,2,2,1,1,6994,22538,,,0,TPCW ,113,18641.6
114,2,2,1,1,7267,22602,,,0,TPCW ,127,20951.2
107,2,2,1,1,2331,22797,,,0,TPCW ,172,28374.8
82,2,2,1,1,3245,22909,,,0,TPCW ,14,2309.6
109,2,2,1,1,17812,23007,,,0,TPCW ,100,16497
121,2,2,1,1,8821,23017,,,0,TPCW ,200,32994
89,2,2,1,1,3777,23089,,,0,TPCW ,166,27385
83,2,2,1,1,1865,23140,,,0,TPCW ,90,14847.3
114,2,2,1,1,7850,23193,,,0,TPCW ,147,24250.6
85,2,2,1,1,17260,23202,,,0,TPCW ,45,7423.6
109,2,2,1,1,8199,23720,,,0,TPCW ,142,23425.7
85,2,2,1,1,172,23808,,,0,TPCW ,87,14352.4
105,2,2,1,1,26906,23935,,,0,TPCW ,145,23920.7
112,2,2,1,1,1739,24025,,,0,TPCW ,10,1649.7
103,2,2,1,1,1185,24258,,,0,TPCW ,156,25735.3
117,2,2,1,1,9126,24359,,,0,TPCW ,68,11218
113,2,2,1,1,2760,24402,,,0,TPCW ,193,31839.2
100,2,2,1,1,6517,24404,,,0,TPCW ,156,25735.3
105,2,2,1,1,2523,24462,,,0,TPCW ,128,21116.2
89,2,2,1,1,2166,24541,,,0,TPCW ,59,9733.2
96,2,2,1,1,10312,24681,,,0,TPCW ,94,15507.2
104,2,2,1,1,15670,24690,,,0,TPCW ,71,11712.9
99,2,2,1,1,3385,24760,,,0,TPCW ,168,27715
90,2,2,1,1,7267,24771,,,0,TPCW ,186,30684.4
108,2,2,1,1,27444,24823,,,0,TPCW ,121,19961.4
88,2,2,1,1,3920,24855,,,0,TPCW ,152,25075.4
101,2,2,1,1,154,24874,,,0,TPCW ,22,3629.3
105,2,2,1,1,240,24902,,,0,TPCW ,105,17321.8
113,2,2,1,1,294,24907,,,0,TPCW ,29,4784.1
122,2,2,1,1,2547,25091,,,0,TPCW ,172,28374.8
102,2,2,1,1,9520,25293,,,0,TPCW ,64,10558.1
85,2,2,1,1,9513,25426,,,0,TPCW ,180,29694.6
97,2,2,1,1,17544,25507,,,0,TPCW ,131,21611.1
116,2,2,1,1,40805,25552,,,0,TPCW ,140,23095.8
122,2,2,1,1,8240,25640,,,0,TPCW ,182,30024.5
94,2,2,1,1,6425,25714,,,0,TPCW ,164,27055.1
87,2,2,1,1,6519,25729,,,0,TPCW ,183,30189.5
118,2,2,1,1,18049,25845,,,0,TPCW ,138,22765.9
121,2,2,1,1,45928,25972,,,0,TPCW ,37,6103.9
121,2,2,1,1,9756,26087,,,0,TPCW ,185,30519.5
106,2,2,1,1,8049,26130,,,0,TPCW ,21,3464.4
119,2,2,1,1,10356,26185,,,0,TPCW ,158,26065.3
90,2,2,1,1,10530,26200,,,0,TPCW ,126,20786.2
118,2,2,1,1,14461,26238,,,0,TPCW ,174,28704.8
102,2,2,1,1,27229,26282,,,0,TPCW ,156,25735.3
100,2,2,1,1,10762,26352,,,0,TPCW ,53,8743.4
86,2,2,1,1,45863,26381,,,0,TPCW ,81,13362.6
95,2,2,1,1,14212,26478,,,0,TPCW ,140,23095.8
87,2,2,1,1,197,26518,,,0,TPCW ,96,15837.1
114,2,2,1,1,10000,26527,,,0,TPCW ,172,28374.8
119,2,2,1,1,17384,26529,,,0,TPCW ,61,10063.2
114,2,2,1,1,14376,26615,,,0,TPCW ,65,10723
119,2,2,1,1,3529,26617,,,0,TPCW ,199,32829
109,2,2,1,1,4105,26634,,,0,TPCW ,187,30849.4
97,2,2,1,1,7698,26682,,,0,TPCW ,170,28044.9
107,2,2,1,1,1735,26799,,,0,TPCW ,189,31179.3
88,2,2,1,1,1621,26834,,,0,TPCW ,39,6433.8
118,2,2,1,1,21360,26944,,,0,TPCW ,96,15837.1
96,2,2,1,1,18409,26970,,,0,TPCW ,95,15672.1
91,2,2,1,1,10339,27292,,,0,TPCW ,19,3134.4
107,2,2,1,1,27551,27365,,,0,TPCW ,36,5938.9
116,2,2,1,1,9931,27413,,,0,TPCW ,112,18476.6
116,2,2,1,1,2643,27569,,,0,TPCW ,139,22930.8
108,2,2,1,1,33180,27667,,,0,TPCW ,72,11877.8
94,2,2,1,1,9269,27726,,,0,TPCW ,49,8083.5
90,2,2,1,1,15318,27848,,,0,TPCW ,178,29364.7
88,2,2,1,1,8173,27889,,,0,TPCW ,27,4454.2
87,2,2,1,1,9759,27924,,,0,TPCW ,108,17816.8
118,2,2,1,1,8171,27983,,,0,TPCW ,181,29859.6
82,2,2,1,1,28394,28106,,,0,TPCW ,128,21116.2
117,2,2,1,1,3837,28269,,,0,TPCW ,26,4289.2
95,2,2,1,1,2298,28376,,,0,TPCW ,183,30189.5
108,2,2,1,1,2505,28502,,,0,TPCW ,16,2639.5
108,2,2,1,1,262,28514,,,0,TPCW ,57,9403.3
87,2,2,1,1,10331,28656,,,0,TPCW ,80,13197.6
110,2,2,1,1,2637,28758,,,0,TPCW ,14,2309.6
103,2,2,1,1,14272,28767,,,0,TPCW ,21,3464.4
117,2,2,1,1,17469,28800,,,0,TPCW ,153,25240.4
117,2,2,1,1,266,28873,,,0,TPCW ,69,11382.9
103,2,2,1,1,1891,28893,,,0,TPCW ,135,22271
95,2,2,1,1,16111,28913,,,0,TPCW ,159,26230.2
91,2,2,1,1,32915,28973,,,0,TPCW ,18,2969.5
120,2,2,1,1,289,29065,,,0,TPCW ,119,19631.4
95,2,2,1,1,2495,29211,,,0,TPCW ,42,6928.7
84,2,2,1,1,3257,29362,,,0,TPCW ,29,4784.1
118,2,2,1,1,1962,29366,,,0,TPCW ,86,14187.4
84,2,2,1,1,11169,29477,,,0,TPCW ,54,8908.4
92,2,2,1,1,26867,29701,,,0,TPCW ,113,18641.6
110,2,2,1,1,17509,29852,,,0,TPCW ,78,12867.7
117,2,2,1,1,138,29858,,,0,TPCW ,192,31674.2
104,2,2,1,1,10784,29930,,,0,TPCW ,14,2309.6
107,2,2,1,1,302,29933,,,0,TPCW ,99,16332
90,2,2,1,1,9960,30019,,,0,TPCW ,112,18476.6
114,2,2,1,1,1448,30067,,,0,TPCW ,107,17651.8
95,2,2,1,1,21495,30081,,,0,TPCW ,15,2474.6
94,2,2,1,1,7978,30205,,,0,TPCW ,124,20456.3
100,2,2,1,1,18009,30238,,,0,TPCW ,83,13692.5
86,2,2,1,1,7710,30251,,,0,TPCW ,61,10063.2
93,2,2,1,1,23684,30319,,,0,TPCW ,47,7753.6
90,2,2,1,1,1919,30372,,,0,TPCW ,196,32334.1
113,2,2,1,1,3329,30487,,,0,TPCW ,173,28539.8
102,2,2,1,1,1803,30522,,,0,TPCW ,104,17156.9
119,2,2,1,1,1413,30562,,,0,TPCW ,21,3464.4
90,2,2,1,1,21368,30704,,,0,TPCW ,174,28704.8
118,2,2,1,1,2034,30761,,,0,TPCW ,47,7753.6
111,2,2,1,1,6823,30809,,,0,TPCW ,173,28539.8
106,2,2,1,1,17687,30817,,,0,TPCW ,87,14352.4
89,2,2,1,1,4111,30961,,,0,TPCW ,90,14847.3
117,2,2,1,1,358,30998,,,0,TPCW ,107,17651.8
116,2,2,1,1,33060,31068,,,0,TPCW ,17,2804.5
106,2,2,1,1,16545,31212,,,0,TPCW ,114,18806.6
122,2,2,1,1,1737,31272,,,0,TPCW ,98,16167.1
100,2,2,1,1,7560,31358,,,0,TPCW ,68,11218
88,2,2,1,1,14265,31360,,,0,TPCW ,91,15012.3
101,2,2,1,1,10670,31548,,,0,TPCW ,117,19301.5
88,2,2,1,1,25451,31675,,,0,TPCW ,143,23590.7
122,2,2,1,1,2857,31678,,,0,TPCW ,80,13197.6
122,2,2,1,1,22355,31685,,,0,TPCW ,132,21776
89,2,2,1,1,6526,31975,,,0,TPCW ,82,13527.5
90,2,2,1,1,28202,32045,,,0,TPCW ,142,23425.7
119,2,2,1,1,7861,32100,,,0,TPCW ,82,13527.5
97,2,2,1,1,953,32248,,,0,TPCW ,78,12867.7
99,2,2,1,1,3509,32250,,,1,TPCW ,172,24515.2
